spec,outcome,variable,mean_abs_shap,mean_abs_shap_sd,mean_shap,median_shap,mean_abs_shap_ci,median_ale_delta,direction_flag,mean_abs_shap_share
main68,both_within_exposed,pwt_human_capital_index,0.001241206612697046,8.842161151369989e-05,-0.00010282290700112004,-0.0005887409586451883,0.0001733063585668518,-0.001096145481058134,negative,0.08342242362544346
main68,both_within_exposed,pwt_log_real_capital_stock_per_worker,0.003954564383632309,9.756333973902467e-05,0.00012975406996238971,0.002330842226490053,0.00019122414588848837,-0.012855589611870118,negative,0.265789226298609
main68,both_within_exposed,wgi_government_effectiveness_score,0.0014543217063490148,0.00015737916657222338,0.00013724988279660582,-0.0006401001830216638,0.0003084631664815578,-0.0011050520553071864,negative,0.09774604826758028
main68,both_within_exposed,wgi_regulatory_quality_score,0.0016619751492389805,0.00011602498474063753,3.52263853437906e-05,-0.00013674347685550003,0.00022740897009164955,0.005948700619905029,positive,0.11170259128212894
main68,augmentation_within_exposed,barro_lee_years_schooling_15_64,0.00044147601118761214,5.1650132105817186e-05,3.8431586875811774e-05,0.0001258870859645387,0.00010123425892740168,0.0008332536273993813,positive,0.026162816899081537
main68,augmentation_within_exposed,goods_trade_openness,0.0007181916139180864,2.3913619223531608e-05,1.7896475214161888e-05,0.0002535435968208887,4.687069367812195e-05,0.0027048459988754186,positive,0.04256157801835734
main68,augmentation_within_exposed,gross_fixed_capital_formation_pct_gdp,0.0013792507377587996,0.00011780794719558514,2.972395759644489e-05,-0.000779434850196448,0.00023090357650334687,-0.004246353722272237,negative,0.08173736193011782
main68,augmentation_within_exposed,internet_users_pct,0.0012101910118737513,5.846377016933942e-05,0.00020528216744236763,0.00010069283725784926,0.00011458898953190526,0.0036414553570696465,positive,0.07171851936279251
main68,augmentation_within_exposed,log_gdp_per_capita,0.0012743901489323975,3.2862671712667535e-05,-4.3550200732877174e-05,0.00024476869437242585,6.441083655682837e-05,0.006419049253012142,positive,0.0755230981516287
main68,augmentation_within_exposed,pwt_human_capital_index,0.0006647698296862682,6.262571636788473e-05,3.718287650531713e-05,0.00020861835780666016,0.00012274640408105407,0.0037006531450646477,positive,0.039395688312324505
main68,augmentation_within_exposed,pwt_log_real_capital_stock_per_worker,0.008322936431519325,0.0001344837458448503,-0.0003221585265918162,0.0010541840391169448,0.0002635881418559066,0.021891540285736078,positive,0.4932350940989142
main68,augmentation_within_exposed,wgi_government_effectiveness_score,0.0011864552562824786,5.34764076904873e-05,-3.165827084219951e-05,-3.140107450008707e-05,0.0001048137590733551,0.003597001337818085,positive,0.07031188749207029
main68,augmentation_within_exposed,wgi_regulatory_quality_score,0.0016765162651507734,0.0001511678969553569,-9.265433448873917e-05,6.920641179728529e-05,0.0002962890780324995,0.007701971389753374,positive,0.09935395573471309
lean90,share_exposed,barro_lee_years_schooling_15_64,0.01633785277965013,0.0011318334785476224,0.001112433432490141,0.011834851489217672,0.00221839361795334,0.0665244644667053,positive,0.1236903983011
lean90,share_exposed,goods_trade_openness,0.0009362813872923703,0.00017403974773344433,0.00019470047839336628,0.0005366464794033472,0.00034111790555755087,0.002041714374086682,positive,0.007088386661210921
lean90,share_exposed,internet_users_pct,0.0370189272654982,0.002012765914555048,0.00018895838385863442,0.026347340051924618,0.003945021192527895,0.10422413086620425,positive,0.28026240166958943
lean90,share_exposed,log_gdp_per_capita,0.04132324435369931,0.0023753106036269547,-2.535100816673014e-05,0.013559854638604794,0.004655608783108831,0.13408535048607262,positive,0.3128494681730267
lean90,share_exposed,wgi_government_effectiveness_score,0.020203630740465363,0.00019709996169088942,0.00016089814543646311,0.006803508785217191,0.00038631592491414324,0.07688051504117593,positive,0.15295737861765846
lean90,share_exposed,wgi_regulatory_quality_score,0.01626673312643297,0.001083133311899242,-0.0013722308439326459,0.003225481176990603,0.002122941291322514,0.04487388267768326,positive,0.12315196657741452
lean90,substitution_share,barro_lee_years_schooling_15_64,0.007016741515271334,0.0003583094572643213,0.0006454778901329915,0.0048785968852136695,0.0007022865362380698,0.02529289339563062,positive,0.14273843608772321
lean90,substitution_share,goods_trade_openness,0.00036457925254445407,5.0918885389610494e-05,0.00014404867901145064,0.00011447282541016221,9.980101536363657e-05,-0.0008090690255704756,negative,0.007416472763741834
lean90,substitution_share,internet_users_pct,0.015873730141502992,0.0007608673594881333,0.00033901032535909583,0.010570785265333397,0.0014913000245967412,0.04309022647912358,positive,0.3229121965438502
lean90,substitution_share,log_gdp_per_capita,0.013720741506000283,0.0008017774909649153,-6.943038414866082e-05,0.0013402380327801583,0.0015714838822912338,0.044733377202515884,positive,0.2791149111404397
lean90,substitution_share,wgi_government_effectiveness_score,0.0060194086275578585,0.0001536810435738698,-0.0004120551139831149,-0.0009641488278981954,0.0003012148454047848,0.023947053807900787,positive,0.12245013897128462
lean90,substitution_share,wgi_regulatory_quality_score,0.006162837307487467,0.00023728191543222513,-0.0005244581665636128,0.0016404007158610282,0.00046507255424716126,0.014319125662983025,positive,0.1253678444929604
lean90,both_share,barro_lee_years_schooling_15_64,0.008009427620365234,0.0004927172136675888,0.0006018796705230614,0.005805411677415842,0.0009657257387884739,0.03208833853512047,positive,0.11469581988760429
lean90,both_share,goods_trade_openness,0.000527324684740992,9.010659176804339e-05,0.00011794179280101669,0.0003030359427836339,0.00017660891986536503,0.0012980115847180008,positive,0.0075513432332612205
lean90,both_share,internet_users_pct,0.01890157952584507,0.001066316460847312,-0.00015006329506454436,0.014290006696629493,0.0020899802632607313,0.057108530924646475,positive,0.2706725453608252
lean90,both_share,log_gdp_per_capita,0.02112380508905204,0.0012171097080295199,-1.9728306886352893e-05,0.00968646862049205,0.0023855350277378587,0.0691290094050574,positive,0.3024950419271396
lean90,both_share,wgi_government_effectiveness_score,0.012474792310915278,0.0003362287600543686,0.0003318710967234454,0.006412944811285732,0.0006590083697065624,0.04565608235813881,positive,0.17864029739028517
lean90,both_share,wgi_regulatory_quality_score,0.008794975961563917,0.00047189251202637905,-0.0006805381684352792,0.0034130703593927446,0.0009249093235717029,0.026628462475059247,positive,0.12594495220088459
lean90,augmentation_share,barro_lee_years_schooling_15_64,0.002172955655541201,0.0002182587280337401,3.899384561973372e-05,0.0015008565208792467,0.0004277871069461306,0.006847631434239029,positive,0.1356349674584104
lean90,augmentation_share,goods_trade_openness,0.00046538055747872545,4.5133768176201864e-05,-3.2886755778298604e-05,8.833876689856002e-05,8.846218562535566e-05,0.001055511434751628,positive,0.02904885638528253
